id,firm,date_review,job_title,location,overall_rating,headline,pros,cons
161907,Crowne-Plaza-Hotels-and-Resorts,10/04/2015, Outlet Manager,"Abu Dhabi, Abu Dhabi",4,A great company to work for,"Crowne plaza do more to make sure that their people are taken care of than I have seen any other 5 star international hotel chain do, and I have worked for Four Seasons, Shangri-La, Hilton, and Starwood in the past. The management are very open minded when it comes to new ideas and change. You are given a great amount of freedom and support to try new things. They are very focused on results, and do a great job of defining goals and measuring success. All in all, I have been more free to make changes, received more support from management, and faced less political obstructions with this company than with any other I have worked with in the past.",Honestly nothing really. The only challenges you may face are those that are present in every single big hotel chain and are just part of the job.
161908,Crowne-Plaza-Hotels-and-Resorts,14/04/2015, Behavior Specialist,"Philadelphia, PA",4,CCTV Security,"Work with children and young adults who have mental  and physical disabilities. I love helping them, counselling and helping them to become part of their community.","Working as a team, and understanding what I do as a team member."
161909,Crowne-Plaza-Hotels-and-Resorts,05/05/2015, Housekeeping,Ahmedabad,1,Lost 2 years in the process,Free food maybe. Good colleges.,"No leadership, no direction, rampant promotions to anyone who is close to the mangers, a 2 years experienced guy with no accomplishments can become a deputy manager and his college mates will remain associates till they quit .

Salary is very poor as compared to other hotel chains (no competitive analysis done). Like 80s salary package.

Lazy managers getting fatter paychecks. Gossip and nasty work politics all the round.No productivity from the managers and r uninspiring 

Other than the lower tier staffs who r working for only reason god knows when there r better hotel chains every where like Hyatt, Marriott, Starwood, etc."
161910,Crowne-Plaza-Hotels-and-Resorts,06/05/2015, Front Desk Agent,"Orlando, FL",1,Front Desk Agent,"-gained relevant experience for my degree (hospitality management)
-location (was close to other hotels and restaurants, as well as the convention center)","-pay (competition offers more)
-only two shifts to work (7am-3pm OR 3pm-11pm)
-short staffed
-guests can be rude
-forced to work overtime
-no backing from management on guest issues and hotel policies
-management very unprofessional
-entry level employees are set up to fail"
161911,Crowne-Plaza-Hotels-and-Resorts,09/05/2015, Anonymous Employee,,1,Bad Experience. ..Stay away,The employees are really nice to work with,Horrible mgmt w/in Food & Beverage. Managers were never there. They constantly had Supervisors doing their job. Not sure what tjey even got paid for. My direct boss was written up by HR 3 times for inappropriate behavior & yet he still works there.
161912,Crowne-Plaza-Hotels-and-Resorts,09/05/2015, Waitress,"Bridgeton, MO",2,waitress,I love working with people.  I enjoy fast pace environment.  At Crown Plaza I get both.,"The only thing about being in the service industry is,  the pay isn't consistent. One week it can be really good and the next barely making it."
161913,Crowne-Plaza-Hotels-and-Resorts,11/05/2015, Assistant Front Office Manager,,4,Great Property Management system mixed with an confused brand,"Property management system; scheduled audits, able to earn IHG points.",Brand is confused about who it is.  Knows who it wants to target but hasn't implemented this to owners as they did to Holiday inn.
161914,Crowne-Plaza-Hotels-and-Resorts,14/05/2015, Anonymous Employee,"London, England, England",5,Events Manager,"Great company, with a lot of opportunities to grow within the company, mutual respects between staff and managers, very personal touch","Part of huge company, following the standards and benchmarks from other places all over the world"
161915,Crowne-Plaza-Hotels-and-Resorts,15/05/2015, Missouri,"Saint Louis, MO",3,No communication or Respect,"Guests are wonderful, benefits are great","No communication from Management, extremely condescending new GM.  Employees and Platinum guests leaving in large numbers"
161916,Crowne-Plaza-Hotels-and-Resorts,19/05/2015, Anonymous Employee,,3,Dining Room Attendant,You can work with some great people if you are in the right location. The job is not that hard and actually paid pretty decent.,"Hours can be very rough, which is typical of the industry. Upper management did not seem trustworthy or respectable. Often seem overly stressed themselves"
161917,Crowne-Plaza-Hotels-and-Resorts,22/05/2015, Food and Beverage Manager,"Cherry Hill, NJ",2,Food and beverage outlet manager,Staff worked hard and were good people as were most of the fellow managers,"Independently owned. Management delayed renovations and sales suffered. Sales team pretty mediocre and is not that talented or large enough. 
Hotel pays below average salaries in operations areas and demands extraordinary amount of work/hours. My direct superior, an executive was replaced 4 times in a year."
161918,Crowne-Plaza-Hotels-and-Resorts,29/05/2015, Food and Beverage Manager,"Sun City, AZ",3,Food and Beverage <amager,good place to work...large events of 800 or more...,I worked 70 plus hrs. a week...
161919,Crowne-Plaza-Hotels-and-Resorts,01/06/2015, Restaurant Manager,"Chicago, IL",4,Restaurant Manager,You are involved in a lot of company decisions and you are trusted with a lot of responsibility.,Corporate is difficult to communicate with.
161920,Crowne-Plaza-Hotels-and-Resorts,05/06/2015, Anonymous Employee,,5,Great Company!,It is an easy-going atmosphere.,"Workload is sporadic, some days are extremely busy while others are dead."
161921,Crowne-Plaza-Hotels-and-Resorts,07/06/2015, ,,4,Banquet Server,"Flexible hours, could work when you wanted to. Work was very simple and easy to do. Was a good high school job.",There was a change in management every year i worked there. Not much continuity and very rarely did managers listen to suggestions.
161922,Crowne-Plaza-Hotels-and-Resorts,14/06/2015, Trainee,Aranda de Duero,3,Nothing,very good because you will be flixible enough.,very hard to regularised because of increasing man power for casual worker
161923,Crowne-Plaza-Hotels-and-Resorts,15/06/2015, Line Cook,"Stamford, CT",5,Line cook,"A great opportunity to hone my culinary skills, as well as catering opportunitys. All great employees and management and maintenance.",There are not many cons to working at the CROWN plaza. I don't have any complaints or grievances of any you.
161924,Crowne-Plaza-Hotels-and-Resorts,16/06/2015, Anonymous Employee,,3,Catering Sales Manager,The location is fantastic and the city has a lot to offer for the guests. A great place to learn from to move up in the hospitality world.,The hours to put in for the position. Catering is a tough job.
161925,Crowne-Plaza-Hotels-and-Resorts,18/06/2015, Engineering,"Alexandria, VA",1,Really bad food for employees  no body care about it.,So many people come to work here after two or three weeks they quick...,About the food none good every day bad and bad.
161926,Crowne-Plaza-Hotels-and-Resorts,22/06/2015, Anonymous Employee,,3,catering and sales adminstrative assistant,lots of skills to learn and develop while in this position,you are the assistant to all departments of the hotel not just sales and catering
161927,Crowne-Plaza-Hotels-and-Resorts,22/06/2015, Line Cook,"Palo Alto, CA",3,Great to Bad,Great co-workers in my department. Everyone got along well and supported one another. There was a real sense of team work.,My first few years there were great until changes came with upper management and a poor economy. The property began to suffer for this and lost really good people.
161928,Crowne-Plaza-Hotels-and-Resorts,03/07/2015, Anonymous Employee,,3,Supervisor,Working for the company so long gives me a sense of pride. That happens with a lot of employees here.,Communication is not there. There is constant change and the general manager micromanages.
161929,Crowne-Plaza-Hotels-and-Resorts,05/07/2015, Night Porter,"Liverpool, England, England",3,Liverpool,meeting people from all over the world. Great staff. giving people a brilliant first impression of the city and hoping they go away telling there freinds and family about how good there stay was.,"different departments dont work together more a bit of a us and them attitude. Need more uniforms and also as with hospitality industry low pay. Need more incentives or schemes were by hard work is rewarded by pay increases there for motivating staff more.
Hotel can appear a little drag and dated and also could be anywhere in the world. a few brighter colours and pictures of the city you are in personalise it more celebrate everything that is good about Liverpool."
161930,Crowne-Plaza-Hotels-and-Resorts,06/07/2015, Bartender,"Colorado Springs, CO",5,Good Enviornment,Great work environment in food and beverage. Fellow employees are helpful and pay is pretty good.,Decisions being made by individuals who are not playing an active part in the specific departments.
161931,Crowne-Plaza-Hotels-and-Resorts,08/07/2015, Front Desk Agent,"Grand Rapids, MI",3,Front Desk Agent,Good start up position for those looking to enter into the world of hotels or hospitality. Crowne Plazas are full service hotels which is a great place to start because then you are able to learn how the different hotel departments really flow and work together.,"The particular property I worked at in Grand Rapids, MI, was very old. It used to be several other hotels before it was a Crowne Plaza. As a result, it is basically falling part. Maintenance issues occur every day, and guess who gets the brunt end of it? Yup! The front desk."
