id,firm,date_review,job_title,location,overall_rating,headline,pros,cons,reviewText,Negative Sentiment,Neutral Sentiment,Positive Sentiment,Sentiment
161862,Crowne-Plaza-Hotels-and-Resorts,18/06/2014, Front Desk Agent,"Dallas, TX",1,Eccentric Owner,I work for Tog Hotels which happens to own and manage a Crowne Plaza in Downtown Dallas. I love working for IHG hotels because I think they have the best loyalty program.,"The owner Terry Tognazzini, is a very egotistical and eccentric old man that only cares about his staff jumping to attention when he comes around whether your with a guest or not. He doesn't care about customer service only that you do things his way. Which are very backwards compared to any hotel that I have ever worked for.","Eccentric Owner I work for Tog Hotels which happens to own and manage a Crowne Plaza in Downtown Dallas. I love working for IHG hotels because I think they have the best loyalty program. The owner Terry Tognazzini, is a very egotistical and eccentric old man that only cares about his staff jumping to attention when he comes around whether your with a guest or not. He doesn't care about customer service only that you do things his way. Which are very backwards compared to any hotel that I have ever worked for.",0.53099245,0.30451325,0.16449429,Negative Sentiment
161863,Crowne-Plaza-Hotels-and-Resorts,26/06/2014, Guest Service Representative,"Auburn Hills, MI",3,I met a lot of interesting people from around the world.,I really enjoyed the guests and my co-workers.,The pay is not very good and the management needs a lot of help.,I met a lot of interesting people from around the world. I really enjoyed the guests and my co-workers. The pay is not very good and the management needs a lot of help.,0.14549698,0.22588149,0.62862146,Positive Sentiment
161864,Crowne-Plaza-Hotels-and-Resorts,27/06/2014, Hostess,"Atlanta, GA",3,Hostest - Food & Beverage,"Most of the time, you are surrounded by a good group of fellow employees that helps the day go by fast.",The higher ups are sometimes more expecting and show little gratitude for your efforts.,"Hostest - Food & Beverage Most of the time, you are surrounded by a good group of fellow employees that helps the day go by fast. The higher ups are sometimes more expecting and show little gratitude for your efforts.",0.007508698,0.09546011,0.8970312,Positive Sentiment
161865,Crowne-Plaza-Hotels-and-Resorts,09/07/2014, Anonymous,,4,Educational,I learned a lot about the computer system and the director of rooms put extra effort into making sure the employees understood the computer system,Understaffed. This led to the management ultimately taking advantage of the employees,Educational I learned a lot about the computer system and the director of rooms put extra effort into making sure the employees understood the computer system Understaffed. This led to the management ultimately taking advantage of the employees,0.13715313,0.6043237,0.25852323,Neutral Sentiment
161866,Crowne-Plaza-Hotels-and-Resorts,16/07/2014, ,,5,Cool place to work like a family,"Awesome co workers, good enviorment, flexable work schedule.  Great ownership",Limite growth for financial wealth.  Could be more efficient and organize.  Great ownership but still very mom and pop,"Cool place to work like a family Awesome co workers, good enviorment, flexable work schedule.  Great ownership Limite growth for financial wealth.  Could be more efficient and organize.  Great ownership but still very mom and pop",0.003760831,0.032222427,0.9640168,Positive Sentiment
161867,Crowne-Plaza-Hotels-and-Resorts,16/07/2014, Executive Sous Chef,"Chandler, AZ",3,Unstable environment  to work in and company itself is very unstable,Great people to work with management is very flexible and it's a great learning environment for new and up coming culinary career seekers.,Parent company very unstable has changed hands 3-4 times int he last 4 years and continues to have financial issues.,Unstable environment  to work in and company itself is very unstable Great people to work with management is very flexible and it's a great learning environment for new and up coming culinary career seekers. Parent company very unstable has changed hands 3-4 times int he last 4 years and continues to have financial issues.,0.48919493,0.36628783,0.14451727,Negative Sentiment
161868,Crowne-Plaza-Hotels-and-Resorts,25/07/2014, Apprentice,"Manila, Manila, Manila",4,Great Hotel,Good working environment. Good Management. Positive place.,Some people are difficult to deal with. Low Income,Great Hotel Good working environment. Good Management. Positive place. Some people are difficult to deal with. Low Income,0.053425945,0.18677339,0.7598007,Positive Sentiment
161869,Crowne-Plaza-Hotels-and-Resorts,12/08/2014, Manager,"Atlanta, GA",3,Okay company,Great location and great event space,There is no work life balance,Okay company Great location and great event space There is no work life balance,0.010070036,0.054789238,0.9351407,Positive Sentiment
161870,Crowne-Plaza-Hotels-and-Resorts,28/08/2014, ,,2,Outlet Manager,"Good staff, hard working banquet staff",Not a good work life balance,"Outlet Manager Good staff, hard working banquet staff Not a good work life balance",0.305908,0.46648097,0.22761098,Neutral Sentiment
161871,Crowne-Plaza-Hotels-and-Resorts,03/09/2014, Concierge,"Harrisburg, PA",2,A job of convenience became very in convenient.,The employee discount rate at any member property for one's self and family is a wonderful perk that I took advantage of twice.,"Upper Management in my section did not (for what ever reason) hire new people to replace people lost and for the busy season.  4 or 5 people were doing the work of 7.  There were no back up people, no people to spare, the schedule only worked if nothing went wrong in people's lives.  You shouldn't see  just 3 managers manning the front desk on a busy night with no regular staff.  We went through tourist season with our minimal winter staff and they were wondering why our  satisfaction numbers dropped.   Reconciliation with other jobs has been an issue (overlapping job schedules) for some part time workers.
    Employee meetings had a tended  to be prep rallies where we were encouraged to do better.  Employee issues were heard, but were largely, but not always, ignored.  This leads to the inability to positively change/improve the work place and apathy sets in.

    The duties had the habit of metastasizing like a cancer and you had to be very firm about your cut off line. 

    I could not afford the health insurance and while there was dental and vision, I never saw the paper work.  The concept of a raise was pointless to bring up; it didn't happen.","A job of convenience became very in convenient. The employee discount rate at any member property for one's self and family is a wonderful perk that I took advantage of twice. Upper Management in my section did not (for what ever reason) hire new people to replace people lost and for the busy season.  4 or 5 people were doing the work of 7.  There were no back up people, no people to spare, the schedule only worked if nothing went wrong in people's lives.  You shouldn't see  just 3 managers manning the front desk on a busy night with no regular staff.  We went through tourist season with our minimal winter staff and they were wondering why our  satisfaction numbers dropped.   Reconciliation with other jobs has been an issue (overlapping job schedules) for some part time workers.
    Employee meetings had a tended  to be prep rallies where we were encouraged to do better.  Employee issues were heard, but were largely, but not always, ignored.  This leads to the inability to positively change/improve the work place and apathy sets in.

    The duties had the habit of metastasizing like a cancer and you had to be very firm about your cut off line. 

    I could not afford the health insurance and while there was dental and vision, I never saw the paper work.  The concept of a raise was pointless to bring up; it didn't happen.",0.6362553,0.29822284,0.06552179,Negative Sentiment
